honoree_name,amount
Congressman Colin Allred,2500.0
Representative Barry Moore,2500.0
Congressman Conor Lamb,2500.0
Congressman DON BACON,2500.0
Representative Andy Barr (R-KY),2500.0
Representative Adrian Smith,2500.0
Representative Drew Ferguson,2500.0
Congressman Dale Whintney Strong,2500.0
Rep. Young O. Kim,2500.0
Rep. William Richard Keating,2500.0
Rep. William R. Timmons IV,2500.0
Rep. William Posey (R),2500.0
"Rep. William James Pascrell, Jr.",2500.0
Rep. William J. Pascrell Jr.,2500.0
Congressman Donald Bacon,2500.0
Rep. Vicente Gonzalez (D),2500.0
Congressman Daniel Kildee,2500.0
Congressman Bill Foster,2500.0
Representative French Hill (R-AR),2500.0
Congressman Anthony Gonzalez,2500.0
Representative William Huizenga (R-MI),2500.0
Representative Steve Scalise,2500.0
Representative Steny Hoyer,2500.0
Cong. James Comer,2500.0
Representative S. Brett Guthrie,2500.0
Representative Randy Feenstra,2500.0
Representative Nicole Malliotakis,2500.0
Representative Morgan McGarvey (D-KY),2500.0
Representative Mike Rogers,2500.0
Representative Markwayne Mullin,2500.0
Representative Maggie Hassan (D-NH),2500.0
Representative Josh Gottheimer (D-NJ),2500.0
Representative Jim Clyburn,2500.0
Representative Jason Smith (R-MO),2500.0
Congressman,2500.0
Congressman Adam Schiff,2500.0
Representative Jackie Walorski (R-IN),2500.0
Representative Hakeem Jeffries (D-NY),2500.0
Representative Gwen Moore,2500.0
Rep. Vern Buchanan (R-FL-16),2500.0
Republican Governance Group,2500.0
Rep. Tracey Robert Mann,2500.0
"Rep. Tony Gonzales, II",2500.0
"Rep. Sanford D. Bishop, Jr. (D)",2500.0
Rep. Sanford D. Bishop Jr.,2500.0
Rep. Ronny Lynn Jackson,2500.0
Congressman Jeff Van Drew,2500.0
Congressman Jerry Moran,2500.0
Rep. Rodney Davis (R-Illinois),2500.0
Rep. Robert Joseph Wittman (R),2500.0
Congressman John Rose,2500.0
Rep. Schrader,2500.0
Rep. Richard Hudson Jr.,2500.0
Rep. Raul Ruiz MD,2500.0
Rep. Pete Stauber (R),2500.0
Congressman Kevin McCarhty,2500.0
Rep. Neal Patrick Dunn (R),2500.0
Rep. Neal Dunn MD,2500.0
Congressman MARIO DIAZ-BALART,2500.0
Rep. Nancy Pelosi (D),2500.0
Rep. Morgan H. Griffith,2500.0
Rep. Richard Blumenthal,2500.0
Rep. Scott Franklin (R),2500.0
Congressman Jake Auchincloss,2500.0
Rep. Seth Moulton,2500.0
Rep. Tony Cardenas (D-CA-29),2500.0
Congressman Ernest Anthony Gonzales,2500.0
Rep. Thomas Cole,2500.0
Congressman GARRET GRAVES,2500.0
Rep. Terri A. Sewell,2500.0
Congressman Gary Palmer,2500.0
Rep. Sylvia R. Garcia (D),2500.0
Congressman Greg STANTON,2500.0
Congressman Greg Stanton,2500.0
Rep. Susie Lee,2500.0
Rep. Steven Alexander Horsford,2500.0
Rep. Stephen Ira Cohen,2500.0
Rep. Stephen Francis Lynch,2500.0
Rep. Stephen Allen Womack (R),2500.0
Rep. Steny Houer,2500.0
Rep. Stella Yvette Herrell,2500.0
Congressman Gus Bilirakis,2500.0
Rep. Stacey Elizabeth Plaskett,2500.0
Rep. Shontel M. Brown (D),2500.0
Congressman Ed Case,2500.0
Republican Main Street PAC,2500.0
Richard Dean McCormick,2500.0
Richard McCormick,2500.0
Sen. John W. Hickenlooper,2500.0
Sen. John Hickenlooper,2500.0
Sen. Jerry Moran (R-KS),2500.0
Sen. Jacklyn S. Rosen,2500.0
Sen. Debra S. Fischer (R),2500.0
Challenger Adam Gray,2500.0
Challenger Ryan Zinke,2500.0
Sen Tim Kaine,2500.0
Sen. Maria Cantwell,2500.0
Sen Richard Blumenthal,2500.0
Sen Mitch McConnell,2500.0
Sen Mike Rounds,2500.0
Sen Mike Crapo,2500.0
Charles Tedesco,2500.0
Sen Mark R Warner,2500.0
Sen Kyrsten Sinema,2500.0
Sen John Kennedy,2500.0
Sen John Hoeven III,2500.0
Sen Mitt Romney,2500.0
Sen. Mark Robert Warner,2500.0
Sen. Markwayne Mullin,2500.0
Sen. Mazie Keiko Hirono,2500.0
Senator Brian Schatz (general),2500.0
Senate Victory PAC,2500.0
"Cardenas, Tony",2500.0
Sen. Thomas Bryant Cotton,2500.0
Sen. Tammy Duckworth (D-Illinois),2500.0
Sen. Sherrod Brown (D-OH),2500.0
Sen. Roy Blunt,2500.0
Carolyn for Congress,2500.0
"Sen. Robert P. Casey, Jr. (D)",2500.0
Sen. Richard Joseph Durbin (D),2500.0
Sen. Richard Joseph Durbin,2500.0
"Carter, Buddy",2500.0
Sen. Patty Murray (D-Washington),2500.0
Cartwright for Congress,2500.0
Sen. Mike Rounds,2500.0
Sen. Mike Crapo (R-ID),2500.0
Case for Congress,2500.0
"Case, Ed.",2500.0
Sen. Michael K. Braun,2500.0
Chellie Pingree (D-ME),2500.0
Sen John A Barrasso,2500.0
Sen Deb Fischer,2500.0
Sen Bill Hagerty,2500.0
SEN. DAN SULLIVAN,2500.0
SEN. BILL CASSIDY,2500.0
Chuy Garcia for Congress,2500.0
Cicilline Committee,2500.0
SCOTT H. PETERS,2500.0
Clarke for Congress,2500.0
"Ruppersberger, Dutch",2500.0
"Ruppersberger, C.A.",2500.0
"Ruiz, Raul",2500.0
"Ross, Deborah",2500.0
Ronald Lee Wyden,2500.0
Cleaver for Congress,2500.0
"Rogers, Hal",2500.0
Roger Williams,2500.0
Cohen for Congress,2500.0
Colorado Democratic Party,2500.0
Comer for Congress,2500.0
Rob Wittman for Congress,2500.0
Committee to re-elect Henry Hank Johnson,2500.0
SEN. JOE MANCHIN III,2500.0
Congressman Mario Diaz-Balart,2500.0
SEN. JON TESTER,2500.0
SEN. MARK WARNER,2500.0
"Se. John Henry Hoeven, III (R)",2500.0
"Schweikert, David",2500.0
"Schrier, Kim",2500.0
Schneider for Congress,2500.0
"Scheller, Lisa",2500.0
"Schakowsky, Janice",2500.0
Sara Jacobs for Congress,2500.0
Christopher Jacobs,2500.0
Christy Smith,2500.0
"Salazar, Maria Elvira",2500.0
SUSIE LEE,2500.0
"Chu, Judy",2500.0
SHOREPAC - Frank Pallone,2500.0
SENATOR MICHAEL BENNET,2500.0
SENATOR MARTIN HEINRICH,2500.0
Chuck Morse,2500.0
SEN. SUSAN COLLINS,2500.0
SEN. SHELLEY MOORE CAPITO,2500.0
SEN. MIKE CRAPO,2500.0
SEN. LISA MURKOWSKI,2500.0
Schiff for Congress,2500.0
wiley nickel for congress,2500.0
Rep Chrissy Houlahan,2500.0
Rep Claudia Tenney,2500.0
Rep Clay Higgins,2500.0
Rep Dan Newhouse,2500.0
Rep Daniel Webster,2500.0
Rep Dave Joyce,2500.0
Rep David Kustoff,2500.0
John Barrosso,2500.0
Rep Deborah K Ross,2500.0
McNerney for Congress,2500.0
John Barrasso (R-WY),2500.0
Rep Derek Kilmer (D-Washington),2500.0
Rep Diana Harshbarger,2500.0
Joe Wilson (R-SC),2500.0
Rep Don Bacon,2500.0
Rep Dusty Johnson,2500.0
Melanie for New Mexico,2500.0
National Mining Association,2500.0
Rep Fred Keller,2500.0
Jimmy Gomez (D-CA),2500.0
Rep Cindy Axne,2500.0
Rep Chris H Smith,2500.0
Rep Carolyn B Maloney,2500.0
John Rose,2500.0
Josh Revak for Alaskans,2500.0
Rep Barry Moore,2500.0
Rep Bennie G Thompson,2500.0
Rep Bill Johnson,2500.0
Rep Bill Pascrell Jr,2500.0
Rep Bill Posey,2500.0
Josh Gottheimer (D-NJ),2500.0
Josh Gettheimer for Congress,2500.0
David Cicilline,2500.0
Gwendolynne Moore,2500.0
Joseph Morelle,2500.0
"McCormick, Richard",2500.0
Rep Brad Sherman,2500.0
"Johnson, Henry",2500.0
McDermott for Indiana,2500.0
"Johnson, Hank",2500.0
Johnson for Congress,2500.0
"McEachin, A. Donald",2500.0
Ernest Anthony Gonzales,2500.0
Rep Brian Higgins,2500.0
Joseph D. Morelle,2500.0
"Mfume, Kweisi",2500.0
Donald M. Payne Jr. for Congress,2500.0
HOOPS PAC,2500.0
Jamie McLeod-Skinner,2500.0
Emmer for Congress,2500.0
Rep Mariannette MillerMeeks,2500.0
"James, John",2500.0
"Herschel Walker, Candidate for U.S. Senate",2500.0
Mike Braun,2500.0
Dan Crenshaw- Leadership Committee,2500.0
James Banks,2500.0
Rep Michelle Fischbach,2500.0
Jamie Raskin,2500.0
Rep Michelle Steel,2500.0
Jaime Lynn Herrera Beutler,2500.0
Rep Mike Thompson,2500.0
Elizabeth Cheney,2500.0
"Jacobs, Chris",2500.0
Jacobs for Congress,2500.0
Rep Neal Dunn,2500.0
Jacklyn Rosen,2500.0
Rep Norma Torres,2500.0
DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,2500.0
Jake Auchincloss,2500.0
Greater Opportunties for Leadership Development (GOLD PAC),2500.0
Rep Lou Correa,2500.0
Jan Kulmann,2500.0
National Association of Manufacturers PAC,2500.0
National Association of Manufacturers,2500.0
Hakeem Jeffries (D-NY),2500.0
Rep Jeff D Duncan,2500.0
Michael D Crapo,2500.0
Narragansett Bay PAC Jack Reed,2500.0
Michael Dean Crapo,2500.0
Napolitano for Congress,2500.0
Rep Jim Costa,2500.0
"Herrera-Beutler, Jaime",2500.0
Rep Jimmy Gomez,2500.0
Jeff Merkley,2500.0
"Jayapal, Pramila",2500.0
Rep Joseph Morelle,2500.0
Rep Joyce Beatty,2500.0
Jason Smith (R-MO),2500.0
Jason Crow for Congress,2500.0
Rep mike Thompson,2500.0
Michael Keith Simpson,2500.0
Michael Levin,2500.0
Rep Joe Courtney,2500.0
Jackie Walorski (R-IN),2500.0
Rep August Pfluger II,2500.0
Joyce Beatty (D-OH),2500.0
"Pingree, Chellie",2500.0
Larry D. Bucshon,2500.0
Delia Ramirez,2500.0
Political Action Committee of the American Association of Orthopaedic Surgeons,2500.0
"Porter, Katie",2500.0
Gabe Vasquez,2500.0
"Ferguson, Anderson",2500.0
"Gallagher, Michael",2500.0
Garbarino for Congress,2500.0
"Garbarino, Andrew",2500.0
LLOYD DOGGETT,2500.0
LISA C. MCCLAIN,2500.0
LILAC PAC,2500.0
Derrick F. Van Orden,2500.0
"Feenstra, Randy",2500.0
Diana Degette for Congress,2500.0
"Kuster, Annie",2500.0
Progressive Americans for Democracy PAC,2500.0
"Garcia, Mike",2500.0
Pingree for Congress,2500.0
Philip Roe,2500.0
Norma Torres for Congress,2500.0
"Leger Fernandez, Teresa",2500.0
"Makki, Amanda",2500.0
Making A Difference PAC,2500.0
"Fletcher, Lizzie",2500.0
MINE PAC,2500.0
Pallone for Congress,2500.0
"Fletcher, Elizabeth",2500.0
Frank Pallone Jr.,2500.0
Ohio Association of Health Plans PAC,2500.0
Frederica S. Wilson for Congress,2500.0
Diana Harshberger,2500.0
MAJORITY LEADER STENY H HOYER,2500.0
"Manchin, Joe",2500.0
Patrick McHenry (R-NC),2500.0
Patty Murray (D-WA),2500.0
Dennis Alan Ross,2500.0
Friends of Chris Smith,2500.0
Paul Tonko for Congress,2500.0
Friends of Don Beyer,2500.0
Lindsay Graham,2500.0
Not applicable,2500.0
M. Shontel Brown,2500.0
"King, Esther",2500.0
Feenstra for Congress,2500.0
"Quigley, Michael",2500.0
Keith Alan Self,2500.0
Gillibrand for Senate,2500.0
Evan McMullin,2500.0
Katie Boyd Britt (R),2500.0
Kathy Castor House FL-14,2500.0
Kathleen Harder,2500.0
Esther Joy King,2500.0
"Estes, Ron; U.S. House",2500.0
Reed Committee,2500.0
Keith Self,2500.0
Kaptur for Congress,2500.0
"McCaul, Michael",2500.0
Rep Al Lawson,2500.0
Rep Andrew Garbarino,2500.0
"Kahele, Kaiali'i",2500.0
Kahele for Congress,2500.0
Rep Ann McLane Kuster,2500.0
KENNETH R. BUCK,2500.0
Julia Letlow for Congress,2500.0
Julia Brownley for Congress,2500.0
Rep Adam Schiff,2500.0
Graves for Congress,2500.0
Ralph Warnock,2500.0
GiddyUp PAC,2500.0
Federal: Colorado Democratic Party,2500.0
Deborah Ross for Congress,2500.0
Debbie Wasserman schultz,2500.0
Debbie Dingell for Congress,2500.0
Mark Takano for Congress,2500.0
"Kildee, Daniel",2500.0
REP. CATHY MCMORRIS RODGERS,2500.0
REP. DAVID VALADAO,2500.0
"REP. GREG STANTON, REP. JENNIFER WEXTON, REP. BILL FOSTER, REP. CHRISSY HOULAHAN, REP. MIKIE SHERRILL AND REP. ANGIE CRAIG",2500.0
David Trone for Congress,2500.0
REP. JOHN CURTIS,2500.0
Kevin McCarthy Victory Fund,2500.0
REP. VERN BUCHANAN,2500.0
REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,2500.0
Diana L. Degette,2500.0
"Mathis, Liz",2500.0
Dick Durbin,2500.0
FRIENDS OF RAJA FOR CONGRESS,2500.0
RUBEN M. GALLEGO,2500.0
"Gibbs, Robert",2500.0
General Contribution,2500.0
Rep Pete Sessions,2500.0
Democrats Win Seats (DWS PAC),2500.0
Mrvan for Congress,2500.0
Ilhan for Congress,2500.0
Dr Gregory Francis Murphy,2500.0
Rep Tom Tiffany,2500.0
Rep Virginia Foxx,2500.0
NANCY MACE FOR CONGRESS,2500.0
NANCY PELOSI,2500.0
Mr. Richard Blumenthal,2500.0
Mr. Michael Fitzpatrick,2500.0
NANETTE DIAZ BARRAGAN,2500.0
Mr. Robert Garcia,2500.0
JOHN HENRY HOEVEN III,2500.0
Eduardo R Rodriguez,2500.0
"Hyde-Smith, Cindy",2500.0
JOHN LARSON,2500.0
Mike Thompson for Congress,2500.0
Mike Thompson (D-CA),2500.0
Rep Troy Carter,2500.0
Hoeven for Senate,2500.0
Mr. Greg Casar,2500.0
Hon. Ann Wagner,2500.0
Drew Ferguson (R-GA),2500.0
DEBRA S. FISCHER,2500.0
Rep Tom OHalleran,2500.0
Rep Tom McClintock,2500.0
Rep Susie Lee,2500.0
Rep Steve Womack,2500.0
Moore for Congress,2500.0
In Our Hands,2500.0
DOCS PAC,2500.0
Rep Shontel Brown,2500.0
Rep Sean Casten,2500.0
JAMES ENOS CLYBURN,2500.0
Rep Tim Walberg,2500.0
NIKEMA WILLIAMS,2500.0
Mondaire for Congress,2500.0
Ms. Nikki Budzinski,2500.0
DOUGLAS L. LAMBORN,2500.0
Rep Tom Cole,2500.0
Ms. Sydney Kamlager,2500.0
"Moran, Nathaniel",2500.0
Hon. Brad Sherman,2500.0
Ms. Valerie Hoyle,2500.0
Rep Salud Carbajal,2500.0
Mullin Victory Fund,2500.0
DR. RAUL RUIZ FOR CONGRESS,2500.0
"Hunt, Wesley",2500.0
Hon. Al Lawson,2500.0
Mandela Barnes,2575.0
Rep. Colin Allred,2600.0
Representative Angie Craig,2647.06
Rep. Tom Malinowski,2666.67
Senator Tom Carper,2700.0
Congressman John Moolenaar,2700.0
John Carter,2750.0
Congresswoman Michelle Steel,2750.0
Hal Rogers for Congress,2750.0
Dr. John Joyce,2750.0
Rep. Yvette Clarke,2750.0
Rep. Stephanie Bice,2750.0
Marc Molinaro,2750.0
none,2750.0
Congressman Tracey Mann,2750.0
Rep. David Valadao,2750.0
Congresswoman Nikema Williams,2750.0
Congresswoman Kathy Castor,2750.0
Rep. Julia Brownley,2750.0
Steve Palazzo,2750.0
Tom Kean,2750.0
Rep. Michael Waltz,2750.0
Annie Kuster,2750.0
Rep. Brad Schneider,2750.0
Senator Marco Rubio,2750.0
U.S. Senator James Lankford,2750.0
Judy Chu,2750.0
Emily's List,2800.0
Rep. Cathy McMorris Rodgers (R-5th WA),2800.0
Rep Derek Kilmer,2800.0
Congresswoman Susan Wild,2800.0
Kat Cammack,2800.0
U.S. Sen. Patty Murray,2800.0
Liz Cheney for Wyoming,2850.0
Tim Ryan R-OH,2900.0
Rep. Maria Salazar,2900.0
Gail Huff Brown,2900.0
Congressman Bryan Steil (WI),2900.0
Tim Ryan for Ohio,2900.0
Cong. Sean Patrick Maloney (D-NY),2900.0
Hon. Brad Wenstrup,2900.0
Candidate Seth Magaziner (D-RI),2900.0
Cong. Mike Simpson (R-ID),2900.0
Rep. Marcus J. Molinaro,2900.0
"Robert J. Menendez, Jr.",2900.0
Lucas Kunze,2900.0
CANDIDATE BECCA BALINT,2900.0
Derin LaHood,2900.0
Congressman Mooney,2900.0
DAVE MCCORMICK,2900.0
U.S. Representative Michael Guest,2900.0
Rep. Tim Ryan (D-13th OH),2900.0
David Brog,2900.0
Cong.Henry Cuellar (D-TX),2900.0
Common Ground PAC,2900.0
Rep. Sharice Davids (D-3rd KS),2900.0
Cynthia Lummis,2900.0
DNC Grassroots Victory Fund,2900.0
Vedat Gashi,2900.0
Rep. Blaine Luetkemeyer (R-MO-03),2900.0
US Senator Tim Scott,2900.0
Sen. Roger Marshall (R-KS),2900.0
Katie Britt for Senate,2900.0
katie Britt,2900.0
Senator Todd Young (IN),2900.0
The Honorable Debbie Stabenow,2916.0
Sen Mike Lee,3000.0
Rep Diana DeGette,3000.0
Rep. Adriano Espaillat,3000.0
Representative Dave Joyce,3000.0
Barbara Lee,3000.0
Congressman Joe Courtney,3000.0
Congresswoman Rosa DeLauro,3000.0
Congressman Brad Sherman,3000.0
Rep. Daniel P. Meuser,3000.0
Rep Steven Horsford,3000.0
Rep Troy Nehls,3000.0
CONGRESSMAN CHUY GARCIA,3000.0
Representative Ashley Hinson,3000.0
The Honorable French Hill,3000.0
Senator Ron Johnson,3000.0
Gus M Bilirakis,3000.0
Congressman Scott Fitzgerald,3000.0
Mullin for America,3000.0
Senator Robert Menendez,3000.0
Hon. Josh Gottheimer,3000.0
Rep. Gregory Meeks,3000.0
"Lahood, Darin",3000.0
Rep. Bennie G. Thompson,3000.0
Rep. Welch,3000.0
Rep. Gus Bilirakis,3000.0
Congressman Rodney L. Davis,3000.0
Gerald Connolly,3000.0
Rudy Salas,3000.0
Rep Drew Ferguson,3000.0
Marc Veasey Congressional Campaign Committee,3000.0
U.S. Representative Brad Schneider,3000.0
Membership Education Program,3000.0
U.S. Representative Ben Cline,3000.0
Rep. Michael John Gallagher (R),3000.0
THOMPAC,3000.0
Dirigo PAC,3000.0
Sen Maggie Hassan,3000.0
Ronny Lynn Jackson,3000.0
Joe Neguse,3000.0
Gerald E. Connolly,3000.0
Rep. Tom Tiffany,3000.0
Congressman Raul Grijalva,3000.0
Trent Kelly,3000.0
CONGRESSWOMAN ELAINE LURIA,3000.0
Rep. Gregory Francis Murphy,3000.0
Senator Susan M. Collins,3000.0
Representative Blaine W Luetkemeyer,3000.0
Teresa for All,3000.0
Rep. Ted Lieu,3000.0
Mike Levin for Congress,3000.0
Senator Thom Tillis,3000.0
Cora Neumann,3000.0
Josh Gottheimer for Congress,3000.0
Stephen Cohen,3000.0
"Brownley, Julia",3000.0
Senator Tillis,3000.0
Congressman Ralph Norman,3000.0
Jonathan L Jackson,3000.0
Representative Brett Guthrie,3000.0
Rep Patrick McHenry (R-NC),3000.0
"Castor, Kathy",3000.0
Senator Tina Smith,3000.0
Hon. Frank Lucas,3000.0
Sen. Chuck Grassley,3000.0
Rep. Jan Schakowsky,3000.0
Mike Gallagher for Wisconsin,3000.0
Tim Walberg,3000.0
Rep. Matthew A. Cartwright (D),3000.0
Rep. Tom O'Halleran (D),3000.0
Senator Sherrod Brown,3000.0
Dr. Kim Schrier,3000.0
jahana hayes for congress,3000.0
Rep. Ben Cline,3000.0
Marilyn Strickland,3000.0
Rep. Mark Pocan,3000.0
Rep. Kenneth S. Calvert,3000.0
"Craig, Angela Dawn",3000.0
Sen. Benjamin Eric Sasse (R),3000.0
Sen. Daines,3000.0
"Kelly, Robin",3000.0
Rep Carol Miller,3000.0
Rep. Jim Costa,3000.0
Together Holding Our Majority,3000.0
Rep. Salud Carbajal,3000.0
Congressman Richard Neal (primary),3000.0
Rep Buddy Carter,3000.0
Charles E. Grassley,3000.0
Cong. Mike Garcia (R-CA),3000.0
Bob Gibbs,3000.0
"Connolly, Gerald",3000.0
Representative Hakeem Jeffries,3000.0
Doug Lamborn,3000.0
Rep. Mike Gallagher,3000.0
CONGRESSMAN BOBBY SCOTT,3000.0
Congressman Andy Barr,3000.0
Rep. Smucker,3000.0
Chris Smith,3000.0
Sen. Michael Shumway Lee,3000.0
Jack Reed,3000.0
Congresswoman Sharice Davids,3000.0
Representative Jerry Carl,3000.0
Rep. Suzanne Lee (D),3000.0
Michael Quigley,3000.0
US Senator Bill Hagerty,3000.0
US Senator John Cornyn,3000.0
Committee to Elect a Republican Senate,3000.0
Rep Josh Gottheimer,3000.0
"Kim, Andrew",3000.0
Chris Pappas for Congress,3000.0
Fred Upton,3000.0
"Ryan Zinke, Candidate for U.S. House of Representatives",3000.0
Rep Jodey Arrington,3000.0
Congressman Guy Reschenthaler,3000.0
THE HONORABLE DREW FERGUSON,3000.0
Congressman Glenn Thompson,3000.0
Congresswoman Debbie Dingell,3000.0
Rep. Mike McCaul,3000.0
sydney kamlager for congress,3000.0
Jeannine Lawson for Congress,3000.0
Republican Candidates for U.S. Senate,3000.0
"Murray, Patty",3000.0
Congressman Don Beyer,3000.0
Rep John Joyce,3000.0
Andy Kim for Congress,3000.0
Congressman Derek Kilmer,3000.0
Larry Buchson,3000.0
Representative William Huizenga,3000.0
Hal Rogers,3000.0
Representative Vern Buchanan,3000.0
Rep Haley Stevens,3000.0
Senator Deb Fischer,3000.0
Rep. Patrick McHenry (R-NC-10),3000.0
MICHAEL SHUMWAY LEE,3000.0
Christopher Smith,3000.0
Michelle Rayner,3000.0
Rep. Glenn S. Grothman (R),3000.0
Congressman Gregory Meeks,3000.0
CANDIDATE NIKKI BUDZINSKI,3000.0
Rep Mike Carey,3000.0
Sen. Patrick J. Toomey (R-PA),3000.0
Congressman Mike Flood,3000.0
Rep. Newhouse,3000.0
United States Congressman David Cicilline,3000.0
Senator Dick Durbin,3000.0
raja krisnamoorthi for congress,3000.0
"Scanlon, Mary Gay",3000.0
"Rep. Thomas Earl Emmer, Jr. (R)",3000.0
Rep. C.A. Dutch Ruppersberger,3000.0
"Vote Josh Revak, Inc.",3000.0
Rep Rick Larsen,3000.0
Former President Donald Trump,3000.0
Madeline Dean,3050.0
"""A Conversation with Dr. Rochelle Walensky and Shirley Tilghman,"" Dr. Rochelle Walensky, director of the Centers for Disease Control & Prevention; Public lecture; dinner paid out of pocket; no award",3074.5
Congressman Bruce Westerman,3100.0
Ken Calvert for Congress,3100.0
NABTU PAC,3150.0
Brittany Pettersen,3150.0
Senator Boozman,3250.0
Kendra Horn,3250.0
Congressman Kurt Schrader,3250.0
Various Congressional Candidates,3250.0
Rep. Jared Golden,3250.0
Congresswoman Anna Eshoo,3250.0
Congresswoman Angie Craig,3250.0
Rep. Jim Banks,3250.0
New South Leadership PAC,3250.0
Jesse Jensen,3300.0
Rep. Ted Budd (R-NC-13),3300.0
Rep. Jeff Fortenberry,3400.0
Rob Menendez for Congress,3400.0
Bob Menendez,3400.0
Adam C. Gray,3400.0
Jevin Hodge,3400.0
"Rep. James R. Comer, Jr.",3500.0
"Pascrell, William",3500.0
Joe Morelle for Congress,3500.0
David Rouzer for Congress,3500.0
U.S. Representative Mikie Sherrill,3500.0
Rep. Gary Palmer,3500.0
Morgan Joe Luttrell,3500.0
Castro for Congress,3500.0
Representative Bill Huizenga,3500.0
Senator Jack Reed,3500.0
Congressmember Richard E. Neal,3500.0
Rep Madeleine Dean,3500.0
Rep. Mike Bost,3500.0
Rep Richard Hudson Jr,3500.0
Rep. Ken Buck,3500.0
Dr. Richard Dean McCormick,3500.0
American Gaming Association PAC,3500.0
"Larson, John; U.S. House",3500.0
Senator James Lankford (R-OK),3500.0
Senator Jeff Merkley,3500.0
Rep. James V. Panetta,3500.0
Rep Lance Gooden,3500.0
Congressman Jeff Duncan,3500.0
"Payne, Donald",3500.0
The Honorable Raphael Warnock,3500.0
Rep Brad Schneider,3500.0
Rep. Michael Garcia (R),3500.0
Rep Barry Loudermilk,3500.0
Nathaniel Quentin Moran,3500.0
Michael Simpson,3500.0
Rep. Judy May Chu (D),3500.0
Representative John Curtis,3500.0
Rep. Peter Meijer (R),3500.0
Senator Bill Hagerty,3500.0
Sen. Christopher Andrew Coons,3500.0
The Honorable Patty Murray,3500.0
Congresswoman Beth Van Duyne,3500.0
"Jacobs, Sara",3500.0
Rep Austin Scott,3500.0
Congressman Ron Estes,3500.0
"Spartz, Victoria",3500.0
Victoria Spartz,3500.0
Rep Hal Rogers,3500.0
Lisa McClain,3500.0
"Salazar, Maria",3500.0
"CONGRESSMAN DONALD M PAYNE, JR.",3500.0
Representative Patrick McHenry (R-NC),3500.0
Jim Costa for Congress,3500.0
Brad Sherman,3500.0
Rep. Steven Joseph Chabot (R),3500.0
"Rep. Gregory Francis Murphy, M.D.",3500.0
Rep. Lisa McClain,3500.0
"Foxx, Virginia",3500.0
Senator Brian Schatz,3500.0
Rep Gus Bilirakis,3500.0
Lisa Murkowski for US Senate,3500.0
Sen. Tina Smith (D),3500.0
Rep. J. French Hill,3500.0
Rep. Nicole Malliotakis (R),3500.0
Rep. Guy L. Reschenthaler,3500.0
"Correa, Lou",3500.0
Rep. Tom Rice (R),3500.0
"Neguse, Joe",3500.0
Senator Mike Crapo (R-ID),3500.0
Congressman Robert Aderholt,3500.0
The Honorable John Garamendi,3500.0
Richard Durbin,3500.0
Senator Maria Cantwell,3500.0
Congressman Mike Levin,3500.0
Rep Mario DiazBalart,3500.0
Rep. Robert Brown Aderholt (R),3500.0
"Gottheimer, Joshua",3500.0
Innovation PAC,3500.0
Rep. Bill Foster (D),3500.0
"Cole, Thomas",3500.0
Rep Andy Barr IV,3500.0
Valadao for Congress,3500.0
Sen. L. Tammy Duckworth (D),3500.0
Matt Mowers,3500.0
Rep. Nanette Barragan,3500.0
Rep. Mike Levin,3500.0
Rep. Jake LaTurner,3500.0
Congressmember Anna Eshoo,3500.0
Rep. Daniel Milton Newhouse (R),3500.0
Rep David Rouzer,3500.0
Rep. Ann Louise Wagner (R),3500.0
Rep David Schweikert,3500.0
Rep John Garamendi,3500.0
Rep. Stefanik,3500.0
Congressman Josh Gottheimer,3500.0
Congressmember Frank Pallone,3500.0
Rep. Jaime Lynn Herrera Beutler (R),3500.0
Rep Kurt Schrader,3500.0
Congressman Blake Moore,3500.0
Sen. Thomas Richard Carper,3500.0
"Frankel, Lois",3500.0
"Crawford, Rick",3500.0
SENATOR MAGGIE HASSAN,3500.0
Jeff Van Drew,3500.0
Congressman Brian Fitzpatrick,3500.0
Congresswoman Deborah Ross,3500.0
Rep. Samuel Graves,3500.0
Congressmember Cindy Axne,3500.0
"Guest, Michael",3500.0
Rep. Young Kim,3500.0
Trent Kelly for Congress,3500.0
Rep. James M. Costa,3500.0
"Westerman, Bruce",3500.0
Dr Richard Dean McCormick,3500.0
Markwayne Mullin House OK-2,3500.0
Mikie Sherrill for Congress,3500.0
Rep. Jay Obernolte,3500.0
Donald Payne,3500.0
Rep. Young O. Kim (R),3500.0
Congressman Brad Wenstrup,3500.0
"Murphy, Gregory",3500.0
Eric Swalwell,3500.0
RICHARD LANE HUDSON JR.,3500.0
Congressman Glenn Grothman,3500.0
Rep. Sam Graves,3500.0
Rep. Peter Anderson Sessions,3500.0
Congressman Dave Joyce,3500.0
Texans for Ronny Jackson,3500.0
"Connolly, Gerry",3500.0
"Craig, Angela",3500.0
Rep. John Garamendi,3500.0
Rep. John R. Carter,3500.0
Larry Buschon,3500.0
Rep Trent Kelly,3500.0
"Womack, Stephen",3500.0
Senator Krysten Sinema,3500.0
Rep. Cindy Axne (D),3500.0
Rep. J. Luis Correa,3500.0
Congressman Tony Gonzales,3500.0
"Crenshaw, Daniel",3500.0
Michael J. Steele (D),3500.0
Thomas Cole,3500.0
"Walberg, Tim",3500.0
Rep John Rose,3500.0
Tina Smith,3500.0
