honoree_name,amount
Cheri Bustos (IL),2000.0
Cheri Bustos (U.S. House - D),2000.0
NH GOP Congressional Candidate Matt Mowers,2000.0
congressman andy levin,2000.0
The Honorable Michael T. Franken,2000.0
NH Congressional GOP Candidate Matt Mowers,2000.0
"Cheri Bustos, Hakeen Jeffries",2000.0
Justin Fareed For Congress,2000.0
"Cheri Bustos, US House IL-17",2000.0
Justin Fared,2000.0
Honorable Barbara Comstack,2000.0
The Honorable Michael Lee,2000.0
Adtian M. Smith,2000.0
Cherie beasely,2000.0
"Cheney, Elizabeth (Liz)",2000.0
K. Hagen,2000.0
Michael Honorable Conaway,2000.0
Rep. Barton,2000.0
Rep. William McKinley,2000.0
Senator Mike Braun (R-IN),2000.0
Rep. William Long II,2000.0
Congressman Stephanie Bice,2000.0
Rep. BILL PASCRELL,2000.0
NICK RAHALL   D-WV-3,2000.0
Rep. William Lacy Clay (D-MO 1st),2000.0
Rep. BILLY LONG,2000.0
cong. scott peters,2000.0
"Floreen, Nancy",2000.0
Rep. Ann  Kirkpatrick,2000.0
"Rep. Barbara Comstock (R, VA)",2000.0
The Honorable Nicole Malliotakis,2000.0
AgAmerica,2000.0
Rep. Barbara J. Lee (D),2000.0
Chase Iron Eyes (candidate for House),2000.0
KAMALA D. HARRIS,2000.0
"Sean Maloney
D NY-18",2000.0
Democrat Senatorial Campaign Committee (DSCC),2000.0
The Honorable Mitt Romney (R-UT),2000.0
Chellie Marie Pingree,2000.0
Richard Burr and John Hoeven,2000.0
Gregory Raths,2000.0
Congressman Tim Ryan (D-OH),2000.0
Rep. KevinYoder,2000.0
Michael F Doyle,2000.0
Rep. Albio Sires (D-NJ),2000.0
The Honorable Steve Braun,2000.0
The Honorable Stevan Edward Pearce,2000.0
Greg Steube Congressional Committee,2000.0
Rep. Alcee L. Hastings (FL-20),2000.0
Rep. Alexandria Ocasio-Cortez,2000.0
DAVID S SCHWEIKERT,2000.0
Alameda County Democratic Central Cmte. (Fed Acct),2000.0
Rep. Alfred J. Lawson Jr.,2000.0
The Honorable Spencer Bachus,2000.0
KIRK,2000.0
Greg W. Steube,2000.0
Greg WALDEN,2000.0
"Rep. Allen ""Luke"" Messer",2000.0
"Senator Mary Landrieu,
Senator Jeanne Shaheen,
Senator Kay Hagan",2000.0
Illinois Hospital Association Political Action Committee,2000.0
Evan Hollins Jenkins,2000.0
Rep. Allyson Schwartz leadership PAC,2000.0
Representative Todd Christopher Young,2000.0
Rep. Alma Adams (D-NC-12),2000.0
The Honorable Scott Randall Tipton,2000.0
Illinois Democratic Party Federal Account,2000.0
The Honorable Scott Petty,2000.0
Continuing America's Strength and Security,2000.0
The Honorable Steve Ferrara,2000.0
Rep. Adrain Smith (R-NE 3rd),2000.0
Rep. Yoho,2000.0
Scott Ryan,2000.0
Rep. Adriano Espaillat (D),2000.0
Alan Bergman,2000.0
Rep. Aftab Pureval,2000.0
Greg Pence - candidate for IN 6th District,2000.0
Chairman Johnny Isakson,2000.0
The Honorable Suzane Delbene,2000.0
Rep. Al Lawson (D-FL),2000.0
Rep. Xochitl Torres-Small,2000.0
Democratic Congressional/Senatorial and Presidential Campaigns Fund Committee,2000.0
The Honorable Susan DelBene,2000.0
Democratic Congressional campaign committee,2000.0
KRISTI NOEM LEADERSHIP PAC,2000.0
Senator Martin Henrich,2000.0
KRISTI LYNN  NOEM,2000.0
KRISTI FOR CONGRESS,2000.0
Democratic Congressional Compaign,2000.0
NRCC PAC,2000.0
Scott Taylor For Congress,2000.0
The Honorable Steve David Daines,2000.0
The Honorable Scott Perry,2000.0
Rep. Amerish B. Bera (D-CA-07),2000.0
Rep. Amerish Bera (D),2000.0
"Al Franken, Amy Klobuchar, Betty McCollum, Keith Ellison, Collin Peterson,Tim Walz, Rick Nolan",2000.0
cong. Martha Roby,2000.0
Al Franken (SEN-MN),2000.0
Rep. Andy Harris (MD),2000.0
Rep. Andy Harris (R),2000.0
"Representative Tom Cole, Senator Lisa Murkowski and Senator Robert P. Casey, Jr.",2000.0
"Congressman Steve Israel, Congressman Jerry Nadler",2000.0
Michael Enzi (R-WY),2000.0
KENNY MARCHANT R-TX-24,2000.0
"Charles Boustany, Candidate for U.S. Senate (LA)",2000.0
Hon. Jack Reed (D-RI),2000.0
Representative Tom Cotton (R-AR),2000.0
KENNETH S  CALVERT,2000.0
Rep. Andy Levin (MI-09),2000.0
KENNETH BUCK,2000.0
Rep. Andy Tobin,2000.0
The Honorable Rod Blum,2000.0
Akin Gump Strauss Haeur & Feld Civic Action Committee,2000.0
"The Honorable Robert P. Casey, Jr.",2000.0
NORTH CAROLINA REPUBLICAN PARTY,2000.0
"The Honorable Robert P. Casey, Jr",2000.0
"Charles Boustany Jr, MD",2000.0
The Honorable Ruben Hinojosa,2000.0
The Honorable Russ Fulcher,2000.0
Rep. Andrew Harris (R),2000.0
Rep. Mike Enzi,2000.0
Rep. Amiresh B. Bera,2000.0
Michael D. Rogers,2000.0
Rep. Amy Klobucher,2000.0
The Honorable Scott Franklin,2000.0
Al Stuart Franken (D),2000.0
Congressman Steve Knight (CA-25),2000.0
Greg Walden - OR-02,2000.0
"Scott, Timothy Eugene",2000.0
KHANNA RO,2000.0
The Honorable Robert Gibbs,2000.0
"Scott, Zach",2000.0
Rep. Mike Gallager,2000.0
The Honorable Samuel B Graves,2000.0
Illinois State Democratic Committee - Federal Account,2000.0
Charles Albert Ruppersberger,2000.0
Al Lawson - FL-05,2000.0
cong sean patrick maloney - ny 18,2000.0
Michael Doyle (U.S. House - D),2000.0
The Honorable S. Guthrie,2000.0
The Honorable S. Bret Guthrie,2000.0
Illinois Tenth Congressional District Democrats,2000.0
Rep. Ander Crenshaw (R-FL),2000.0
Rep.GaryMiller,2000.0
Cape May County Republican Organization,2000.0
Rep.GeneGreen,2000.0
Sen. Thomas R. Parker,2000.0
Rep Jefferson B. Miller,2000.0
Rep Jerrold Nadler,2000.0
Candidate Joe Kennedy; U.S. House,2000.0
STEVEN ALEXZANDER  HORSFORD,2000.0
"STEVEN C. WATKINS, JR.",2000.0
Rep Jim Jordon,2000.0
Ford O'Connell,2000.0
National Business Aviation Association,2000.0
Rep Jody Arrington,2000.0
Rep Jody Hice,2000.0
Senator Kelly Aytotte,2000.0
STEVEN MCCARTY  PALAZZO,2000.0
Congressman Vela Campaign,2000.0
Denali,2000.0
Candidate John Joyce (R-PA-13),2000.0
Kevin McKinley,2000.0
Todd Young; IN Senate,2000.0
STEWART MILLS,2000.0
Rep John Culberson,2000.0
Candidate John Ratcliffe,2000.0
Rep Jay Obernolte,2000.0
Todd Young reelection cmte,2000.0
al franken,2000.0
STEVE STERN,2000.0
Candidate Jack Bergman,2000.0
Representative Susan DelBene,2000.0
Dennis  Heck,2000.0
Congressman Walden for Congress. Leadership,2000.0
Representative Susan W Brooks,2000.0
Senator Kay  Hagan,2000.0
"Khouri, Tonia",2000.0
ICBA,2000.0
"Tom Cole
R OK-04",2000.0
STEVE MR.  STIVERS,2000.0
Representative Suzan DelBene (D-WA),2000.0
"Zucker, Craig",2000.0
Rep James E Banks,2000.0
Tom Cardenas,2000.0
Hon. John Joyce,2000.0
Denise Gitsham For Congress,2000.0
Rep. Lisa Blunt,2000.0
Represenative Frank Pallone,2000.0
National Corn Growers Association (NCGA),2000.0
ICEPAC,2000.0
Represenative Drew Ferguson,2000.0
Candidate Jim Hagedorn,2000.0
Todd Young Leadership PAC,2000.0
Candidate Joseph Kennedy,2000.0
Members of the Democratic Senate,2000.0
Kevin Brady LPAC,2000.0
Kevin Brady -TX,2000.0
Rep Lamar Smith,2000.0
Kevin Brady (TX-08),2000.0
Rep Larry D. Bucshon,2000.0
SUSANNAH RANDOLPH,2000.0
Kevin Avard,2000.0
Democrats Reshaping America (DreamPAC),2000.0
Sen. Richard Mauze Burr  (R),2000.0
Rep. RICHARD E NEAL,2000.0
SUZAN K  DELBENE,2000.0
Rep.Tom Emmer,2000.0
Timothy Walz (U.S. House - D),2000.0
Rep LoBiondo,2000.0
Rep.ToddRokita,2000.0
Rep. Leonard Lance (R-NJ-7),2000.0
Nathaniel Quentin Moran,2000.0
Gov. Alejandro Garcia Padilla,2000.0
Senator Kennedy,2000.0
Rep Louis Frankel,2000.0
Gov. Bresden,2000.0
"Kevin Brady, 2014 Primary-US Congress-TX",2000.0
Candidate Lizbeth Benacquisto,2000.0
Candidate Liz Cheney,2000.0
Gottheimer for Congress,2000.0
Todd Hunter,2000.0
"DANNY TARKANIAN; CANDIDATE, U.S. HOUSE",2000.0
Kevin McCarthy  CA-23,2000.0
"Kevin McCarthy
Lynn A. Westmoreland",2000.0
Democtatic Senatorial Campaign Committee,2000.0
Rep Jose Luis Correa,2000.0
"National Association of Chain Drug Stores, Inc. PAC",2000.0
Sen. Richard Shelby (Leadership PAC),2000.0
National Association of Chain Drug Stores PAC,2000.0
Candidate Kevin  Hern,2000.0
Rep Jackie Walorski Swihart,2000.0
Hon. John Curtis,2000.0
National Association for Home Care & Hospice (NAHC) PAC,2000.0
Candidate Lauren Baer,2000.0
Candidate Lauren Boebert,2000.0
Members of the Hawaii Democratic Party,2000.0
"Tipton, Scott (R-CO-03)",2000.0
Senator Kelly Loeffler; Senator David Perdue,2000.0
"Rep Keith Rothfus (R-12, PA)",2000.0
Candidate Lee Rogers,2000.0
Kevin Cramer for Senate,2000.0
Kevin Cramer (ND-AL),2000.0
Title Insurance PAC,2000.0
Rep.Thomas Cole,2000.0
Zinke - Montana,2000.0
Kidney Care Partners Political Action Committee (KCP PAC),2000.0
National Republican Congressional Committee September Breakfast,2000.0
STACY PLASKETT,2000.0
Allison Lundergen Grimes,2000.0
Denver Riggelman,2000.0
"Denver Lee Riggleman, III, Candidate, U.S. House",2000.0
Glenn Rothman,2000.0
Candidate Daniel Gade,2000.0
"Candidate Daniel Newhouse, U.S. Representative",2000.0
Candidate Daniel P. Meuser (R-PA-09),2000.0
Tom Patti,2000.0
Tom PRICE,2000.0
"Kipke, Nicholaus",2000.0
Honorable Danny K. Davis,2000.0
Glenn S. Grothman for Congress,2000.0
"Kip Tom (Candidate, IN-03)",2000.0
Candidate Darren Soto,2000.0
"Denver L. Riggleman, III (R)",2000.0
Senator Jonny Isakson,2000.0
Representative Adam Daniel Kinzinger,2000.0
Candidate David  Valadao,2000.0
Candidate David Leroy,2000.0
Representative Allen,2000.0
Candidate David Valadao,2000.0
Candidate Cliff Bentz (OR),2000.0
Glenn F. Ivey,2000.0
Congressman William Posey,2000.0
Rep Dennis Alan Ross,2000.0
"Kline, John Paul Jr",2000.0
Allyson Schwartz for Congress,2000.0
Derickson For Congress,2000.0
Candidate Byron Donalds (FL),2000.0
Tom Tooney,2000.0
DANIEL MEUSER,2000.0
Kirsten Synema,2000.0
"Derek Kilmer
D WA-06",2000.0
Rep Donald Sternoff Beyer JR,2000.0
Tom Suozzo,2000.0
Representative Amerish B. Bera (D),2000.0
Kirsten Gillibrand for Senate,2000.0
Congressman William Enyart,2000.0
Yvette D Clarke,2000.0
Tom Souzzi for Congress,2000.0
Candidate Chrissy Houlahan,2000.0
Tom Souzzi (D-NY),2000.0
Conner for Arkansas,2000.0
Candidate Christopher Shea Nickell,2000.0
Rep. Philip Berger,2000.0
"Kingston, Jack (R, GA)",2000.0
Rep Ford Upton,2000.0
"Glenn Thompson, H PA 15",2000.0
Tom Latham (IA-03),2000.0
Tom Harkin (D-IA),2000.0
Kim Meyers,2000.0
STEPHEN J. SCALISE,2000.0
"Tom Engel, US House NY-16",2000.0
Richard R. Tisei (R),2000.0
Kim  Weaver,2000.0
Rep Henry Cuellar (D-TX),2000.0
Sen. Rob J Portman,2000.0
Tom E. PRICE,2000.0
Candidate Gregory  Pence,2000.0
"Kilmer , Derek",2000.0
Candidate Gregory Stumbo,2000.0
Candidate Gretchen Driskell (U.S. House of Representatives),2000.0
Rep Herrera Beutler Jaime,2000.0
Rep Hudson,2000.0
STEVE HEINRICH,2000.0
Candidate Heather French Henry,2000.0
Zephyr Rideout for Congress,2000.0
KidsPAC,2000.0
Kids PAC,2000.0
Tom Lieu,2000.0
"Allen, Rick W.",2000.0
Hyde-Smith Cindy,2000.0
Tom MacArthur (R-NJ),2000.0
Denver L. Riggleman,2000.0
Tom O'Halleran - AZ-01,2000.0
Former Gov. John Hickenlooper,2000.0
Glenn Thomspon,2000.0
Glenn Thomspson,2000.0
Representative Adam B. Schiff,2000.0
"Rep. Liz Cheney
Rep. Mike Gallagher
Rep. Will Hurd
Rep. Elise Stefanik",2000.0
Candidate Dino Rossi (R-WA-08),2000.0
Rep. Lisa Rochester Blunt,2000.0
Cpngressman Michael Gallagher,2000.0
"Ernest (Tony) Gonzales, II",2000.0
Members of the Cimmittee,2000.0
"Tom MacArthur for Congress, Inc.",2000.0
Candidate Dr. Matt Heinz,2000.0
Candidate Dr. Randy Brinson,2000.0
"Kimberlin Brown Pelzer, Candidate, U.S. House",2000.0
Senator Joseph S. Donnelly,2000.0
"Denny Heck, US House",2000.0
STENY HOYER FOR CONGRESS,2000.0
Candidate Edward  Lindsey,2000.0
Tom MacArthur (U.S. House - R),2000.0
Richard Ray Snuffer,2000.0
Gloria Negrete Mcleod,2000.0
NGOP,2000.0
Candidate Mark Ronchetti,2000.0
Rep.Ted Yoho,2000.0
"brooks, Susan",2000.0
Candidate Troy Carter,2000.0
Nancy Soderberg for Congress,2000.0
Rep Steve Daines,2000.0
Candidate Van Taylor,2000.0
DAVID ALAN BRAT,2000.0
Candidate Victor Reyes,2000.0
"Nancy Schiffer, NLRB Member",2000.0
Governor Mark Dayton,2000.0
Sanchez for Congress,2000.0
"Keith Rothfus, US House PA-12",2000.0
Senator Lisa Ann Murkowski,2000.0
Governor McAuliffe,2000.0
Candidate William  Enyart,2000.0
Alexandra Owemsby,2000.0
DAVID ALBERT  SCOTT,2000.0
Rep Theodore Rokita,2000.0
Representative Ted Deutch (D-FL),2000.0
Thune Leadership,2000.0
Rep Thornberry,2000.0
Congressman Tom  MacArthur,2000.0
Rep.Kay Granger,2000.0
"Alexander, Lamar (R-TN)",2000.0
"Governor John R. Kasich, Candidate for President",2000.0
Tiffany  Shedd,2000.0
Samir Singh,2000.0
Congressman Tom McArthur,2000.0
Senator Lamar Alexander (TN),2000.0
"Congressman Tom MacArthur (NJ), CongressmanBruce Poliquin (ME), Congresswoman Claudia Tenney (NY), Congressman Lee Zeldin (NY)",2000.0
Senator Lindsey  Graham,2000.0
Democratic Senatorial Campaign Committee: DSCC,2000.0
Honorable Congressman Dan Newhouse,2000.0
Rep Sander Levin,2000.0
Tillis for Senate,2000.0
DAVE REICHERT R-WA-8,2000.0
Democratic Senatorial Campaign Committee-Building Account,2000.0
Candidate Tom Casperson,2000.0
Honorable Congressman Adam Smith,2000.0
Kelly Armstrong For Congress,2000.0
Kelly Armstrong (R-ND),2000.0
Hon. Jim R. Langevin,2000.0
Candidate Tom Tiffany,2000.0
Democratic Senatorial Campaign Committee Women's Senate Network,2000.0
Governor John Kasich (R-OH),2000.0
Rep Shelley Moore-Capito,2000.0
Kelly A. Lee,2000.0
Rep. Ralph Hall (R),2000.0
Sander M Levin,2000.0
Senate Democrats Victory PAC,2000.0
Through Devin Nunes,2000.0
"Thompson, Senfronia",2000.0
Democratic Senate Victory 2016,2000.0
Rep Vicente Gonzalez (D-TX),2000.0
Kay Granger (R-TX),2000.0
Thomas Wolf,2000.0
"Sanford, Marshall",2000.0
"Messer, Allan Lucas",2000.0
Thomas Suozzi   NY-03,2000.0
Rep William J Pascrell JR,2000.0
Rep William Lacy Clay JR,2000.0
Rep.HakeemJeffries,2000.0
DAVID CHESTON ROUZER,2000.0
Democratic Senate Campaign Fund,2000.0
Thomas More Barrett,2000.0
Thomas Massie For Congress,2000.0
Thomas M. McClintock,2000.0
Messner For Senate,2000.0
Representative Thomas Cole,2000.0
Rep.GraceMeng,2000.0
Cantor Young Guns Victory Fund,2000.0
"Rep, Kyrsten Sinema",2000.0
Richard M Burr,2000.0
Senator Loretta Sanchez,2000.0
"Kay Hagan, (D-NC)",2000.0
Candidate for United States Senate,2000.0
Candidate for Congress Luke Letlow 5th District LA,2000.0
"Sandford D. Bishop, Jr.",2000.0
"Thornton, Dierdre",2000.0
Keep the Senate Red 2018,2000.0
Congressman Todd Young (candidate for Senate),2000.0
Candidate for Senate Ed Markey,2000.0
Rep.JohnShimkus,2000.0
"Rep Tom Cotton, Candidate for US Senate (R-AR)",2000.0
Congressman Todd  Young,2000.0
Rep Tom McArthur,2000.0
Rep.Lori Trahan,2000.0
"Merkley, Jeffrey (D, OR)",2000.0
Rep Tom Price,2000.0
Sanford Bishop Jr,2000.0
"Kazmark, Keith",2000.0
Senator Lisa Murkowski's Leadership PAC,2000.0
Kay Senate,2000.0
Rep Tom Rooney,2000.0
Governor Steve Sisolak,2000.0
"Candidate for U.S. Senate, Phil Bredesen",2000.0
candidate Andrew romanoff,2000.0
Thornberry for U.S. Congress,2000.0
Sanford Bishop (GA-02),2000.0
Members of the Kansas Democratic Party,2000.0
Candidate Sid Miller,2000.0
Candidate Sheri Donahue,2000.0
Rep.PeterWelch,2000.0
Rep Mike Rogers (AL),2000.0
"Salud Carbajal
D CA-24",2000.0
Rep. Raja  Krishnamoorthi,2000.0
Ernst & Young Political Action Committee,2000.0
"Kennedy, Joseph (Joe)",2000.0
Candidate Nan Hayworth,2000.0
Rep Nanette Barragan,2000.0
Tim Tyan,2000.0
Rep Nick Rahall in Congress,2000.0
Representative Suzanne M. Bonamici,2000.0
Kennedy Joseph,2000.0
Candidate Neil Dunn,2000.0
Rep Nita Lowey,2000.0
"Tim Scott, US Senate SC",2000.0
Gov. Matthew Griswold Bevin,2000.0
Senate Impact: MO & WV,2000.0
Ernst Victory Iowa,2000.0
Rep.Paul Gosar,2000.0
Candidate Ocasio Cortez,2000.0
Candidate Pat McCrory,2000.0
Tim Von Wyden,2000.0
"Ken. Calvert, CA-42",2000.0
Rep Michael Turner,2000.0
Salazar For Congress,2000.0
Rep Madison Cawthorn,2000.0
Rep Marc Allison Veasey,2000.0
Timothy J Walz,2000.0
Members of the MA Rep. Party,2000.0
Honorable Congresswoman Cathy McMorris Rodgers,2000.0
Rep.SuzanDelBene,2000.0
Timothy Greimel,2000.0
Rep.Sean PatrickMaloney,2000.0
Democratic members of congress from CT running for office,2000.0
Candidate Matt Sandvig (R-OR),2000.0
Nathan Johnson,2000.0
"baldwin, Tammy",2000.0
Rep Martha  McSally,2000.0
Nathan Dahm,2000.0
Candidate Michael Bowman,2000.0
Rep Matt Rosendale Sr,2000.0
Timothy  Scott,2000.0
Congressman Trey Hollingsworth III,2000.0
Hon. John Bergman,2000.0
Rep Mia B. Love,2000.0
Rep Mia Love,2000.0
Tim Walz - MN-01,2000.0
Ken Russell,2000.0
Tim Ryan for Senate (Ohio),2000.0
Candidate Paul Demarco,2000.0
Senator Kristen Sinema,2000.0
Senator Kristin Gillibrand,2000.0
"Candidate Ryan A. Costello, U.S. Representative",2000.0
DAVE  REICHERT,2000.0
Kelly ayotte,2000.0
Rep.Mark Walker,2000.0
Hon. Joe P. Kennedy III,2000.0
Democratic State Central Committee - Federal,2000.0
Candidate Scott Franklin,2000.0
Hon. Joe Crowley,2000.0
Candidate Sean Eldridge,2000.0
"Kelly M. Armstrong, Candidate, U.S. House",2000.0
Congressman Tom Price (GA),2000.0
Sam Johnson for Congress,2000.0
Rep Robert Edward Latta,2000.0
Kelly Loeffler; David Perdue,2000.0
Rep Robert Gibbs,2000.0
Sen. Richard Burr (R) and Joe Manchin (D),2000.0
Hon. Joe Barton (R-TX),2000.0
Rep Ron DeSantis,2000.0
Rep. Raja Krishnamoorthy,2000.0
Gov. Terry Edward Branstad,2000.0
"Kelly, George ""Mike""",2000.0
"Hon. John ""Johnny"" Isakson",2000.0
Rep Ralph Norman,2000.0
Rep Paul D. Ryan,2000.0
Rep. Raja Krishnamoorth,2000.0
Ken Marchant,2000.0
Gov. Pat McCrory,2000.0
Candidate Pete Stauber (MN),2000.0
Candidate Quinn Nystrom (U.S. House of Representatives),2000.0
"Tim Murphy, US House PA-19",2000.0
Rep.MikePompeo,2000.0
Rep Pete Roskam (IL),2000.0
Rep Pete Vislcosky,2000.0
Rep Ronald James Kind,2000.0
Candidate Rebecca  Negron,2000.0
Rep Peter DeFazio (OR-4),2000.0
Candidate Rick Green,2000.0
Ken Buck - CO-04,2000.0
Rep.Mike Gallagher,2000.0
Members of the Republican Party of Wisconsin,2000.0
Tim Kaine; VA Senate,2000.0
Candidate Robert Dold,2000.0
Candidate Robert H. Conway,2000.0
Sam Graves (MO-06),2000.0
"Kelly, Mike (George J.)",2000.0
Candidate Rebecca Negron for Congress,2000.0
Hon. Hayley Stevens,2000.0
Michael C Thompson,2000.0
Richard  E Neal for Congress Committee,2000.0
F James Sensenbrenner,2000.0
The Honorable James Moran,2000.0
The Honorable James H.S. Cooper,2000.0
Rep. Bod Goodlatte,2000.0
"Congressman Samuel B. Graves, Jr.",2000.0
"Joseph Heck, Jr.",2000.0
The Honorable James B. Renacci,2000.0
Sen Deb Fischer (R-NE),2000.0
Defend America PAC (Shelby),2000.0
Rep. Bonnie Watson Coleman (NJ-12),2000.0
Joseph Donnelly for Senate,2000.0
Joseph Donnelly (D-IN),2000.0
Defend America PAC (Shelby Leadership PAC),2000.0
Joseph Deshotel,2000.0
Rep. Vern Buchanan Leadership PAC,2000.0
The Honorable James Paul Lankford,2000.0
The Honorable Jaime Herrera-Beutler,2000.0
The Honorable James Scott,2000.0
Defend Our Conservative Senate PAC,2000.0
Rep. Bob Goodlatte (VA-6),2000.0
"Rep. Bob Goodlatte, VA-6",2000.0
The Honorable Jeffry Flake,2000.0
Senator Pat Toomey of Pennsylvania,2000.0
"Guy L. Reschenthaler, Candidate, U.S. House",2000.0
Coons for Senate,2000.0
The Honorable Jeff Denham (R-CA-10),2000.0
Joseph Neguse (D-CO),2000.0
Rep. Vern G. Buchanan,2000.0
Richard Allen (District 12-GA),2000.0
Adam Kinzingers,2000.0
Michael Tannousis,2000.0
Michael Thomas McCaul Sr.,2000.0
Congressman Samuel Johnson,2000.0
The Honorable Jason T Smith,2000.0
The Honorable Janice D. Schakowsky,2000.0
Congressman Sam Robert Johnson,2000.0
Sen Diane Feinstein,2000.0
"Rep. Brad Schneider (D, IL-10)",2000.0
Hon. SHERROD BROWN,2000.0
Rep. Brendon Boyle,2000.0
Congressman S. Raja Krishnamoorthi,2000.0
The Honorable Greg Harper,2000.0
Debra Discher,2000.0
dem congs,2000.0
Gwendolynne S Moore,2000.0
Representative Velazquez,2000.0
The Honorable Gerald Connelly,2000.0
Rep. Val Demings (D-FL),2000.0
Michael burgess,2000.0
"Clark, Katheirne",2000.0
"The Honorable George Kenneth Butterfield, Jr.",2000.0
Rep. Brett Guthrie (R-2nd KY),2000.0
Gwendolynne for Congress,2000.0
The Honorable Gregg Murphy,2000.0
Rep. Mike Kelly Jr,2000.0
Senator Patti Murray,2000.0
Clair McCaskill,2000.0
The Honorable Jahana Hayes,2000.0
Rep. Brad Schneider (D-10th IL),2000.0
Citizens for Hottinger,2000.0
"Rep. Brad Schneider, D-IL-10",2000.0
Rep. Vern Buchanan (R - FL - 16),2000.0
"Congressman Sam Graves, 6th District Missouri",2000.0
Citizens for Prosperity in America PAC (Sen. Pat Toomey's leadership PAC),2000.0
Honorable Adam Smith,2000.0
Citizens for Prosperity in America today PAC,2000.0
"Rep. Brad Wenstrup, MD",2000.0
Rep. Brad Wenstrup. DPM,2000.0
NASDAQ PAC,2000.0
Citizens to Elect Mike Stone,2000.0
Hon. Greg P. Walden,2000.0
Rep. Brandon Boyle,2000.0
DCCC (Democratic for Joaquin Castro),2000.0
Citizens for Responsible Energy Solutions Inc PAC (CRES PAC),2000.0
Cicilline for Congress,2000.0
Coons for Delaware,2000.0
Rep. Veronica Escobar (D-TX-16),2000.0
Senate Candidate Joni Ernst,2000.0
The Honorable Judd Gregg,2000.0
Rep. Bill Posey (FL-8),2000.0
The Honorable Joshua S. Gottheimer,2000.0
The Honorable Joshua Hawley,2000.0
Rep. Bill Posey(R-FL-8),2000.0
Christopher  Pringle,2000.0
Adam kinzinger,2000.0
Rep. Bill Shuster (PA-09),2000.0
"The Honorable Joseph Simon Donnelly, Sr.",2000.0
NCA CandyPAC,2000.0
Christopher Donovan,2000.0
Christopher Finley,2000.0
The Honorable Joseph Morelle,2000.0
The Honorable Joseph D. Courtney,2000.0
Selley Capito,2000.0
Self-Insurance PAC,2000.0
Senator PAT ROBERTS,2000.0
The Honorable Kathleen Matthews,2000.0
"Aderholt, Robert (R-AL)",2000.0
Rep. W. Blaine Luetkemeyer (R-MO),2000.0
Rep. W. Blaine Luetkemer (R),2000.0
The Honorable Kevin Wayne Yoder,2000.0
Rep. Bill Hagerty,2000.0
Rep. Bill Huizenga (R-2nd MI),2000.0
Joyce for Congress,2000.0
Gus Billrakis,2000.0
"Michael P. Guest, Candidate, U.S. House",2000.0
Rep. Bill J. Pascrell Jr.,2000.0
Rep. Bill Johnson (OH-06),2000.0
Addis for PA,2000.0
"The Honorable Kelly, George J Jr.",2000.0
"The Honorable Kelly Loeffler (R-GA)
The Honorable David Perdue (R-GA)",2000.0
The Honorable Kelly Ann Ayotte,2000.0
Rep. Bill Pascrell (NJ),2000.0
"Additional contribution of $1,500 was REFUNDED on 12/16",2000.0
The Honorable George Butterfield,2000.0
Rep. Vicky Hartzler (R-Missouri),2000.0
dan Lipinski for congress,2000.0
The Honorable John A Yarmuth,2000.0
Rep. Blake Fahrenthold,2000.0
Sen Brian Schatz Leadership PAC,2000.0
Rep. Blake Farenhold,2000.0
Del Moore Capito,2000.0
Rep. Blake Moore (R-UT-01),2000.0
Joseph Simon Donnelly Sr.,2000.0
Rep. Bob Andrews,2000.0
Michael Sanchez,2000.0
Del Aumua Amata Coleman Radewagen,2000.0
Sen Charles E Grassley,2000.0
Chuck grassley,2000.0
Hon. Gregory Meeks,2000.0
Coons Committee,2000.0
Rep. Veronica Escobar (TX-16),2000.0
The Honorable John Anthony Barrasso,2000.0
"Chuck Fleischmann
R TN-03",2000.0
Michael Rogers (AL03),2000.0
Rep. Vicky HArtzler,2000.0
The Honorable John Raymond Garamendi,2000.0
Congressman Schneider,2000.0
The Honorable John Michael Mulvaney,2000.0
The Honorable John Katko (R-NY-24),2000.0
Rep. Billy Long (R-MO-7),2000.0
Gutherie For Congress,2000.0
"Christopher Van Hollen, US Senate",2000.0
Rep. Vicky Hartzler (R-MO),2000.0
The Honorable John Hoeven (R-ND),2000.0
The Honorable John H. Rutherford,2000.0
The Honorable John Fleming,2000.0
Rep. Blaine,2000.0
Guthrie,2000.0
Del. Donna Christensen,2000.0
Rep. KevinCramer,2000.0
Michael Roberson (NV-House Candidate),2000.0
Del. Donna M.C. Christensen,2000.0
"Sefanik, Elise",2000.0
The Honorable Gary Peter,2000.0
Rep. Brian  Mast,2000.0
Senate Candidate Bradley Byrne,2000.0
"Joint Fundraising Committee of Ted Cruz for Senate and Jobs, Freedom and Security PAC (Sen. Ted Cruz Leadership PAC)",2000.0
Michelle Luian Grisham,2000.0
Cole Pac,2000.0
"Rep. Tom Rice (R, SC-07)",2000.0
The Honorable Chuy Garcia,2000.0
Hon. Sam Graves (R-MO),2000.0
Sen Patrick J Toomey,2000.0
Senator Richard J Durbin,2000.0
Rep. Tom Reed II,2000.0
"Joint Fundraising Committee of Rep. Adam Kinzinger, JET PAC and NRCC",2000.0
In the Arena,2000.0
Colepac,2000.0
Colette Marchesini (Office of Congressman Brendan Boyle):  Board Member,2000.0
"Rice, Kathleen Maura",2000.0
Rep. Kevin Yoder Leadership PAC,2000.0
The Honorable Christopher Murphy,2000.0
The Honorable Congressman Ed Pastor (D-AZ),2000.0
"faso, John",2000.0
